Ticker,Strategy,Sharpe Ratio,Max Drawdown,Final Portfolio Value,Test Period (Months),Timestamp
NVDA,RSI,1.325624700078125,0.4076065503453179,14302.162689208984,12,2025-04-18 12:52:23
